| hostname | job_id  | fail_time           | category | reason | description                      | text                                                                                                                                  | jf_id   |
| titan    | 2224948 | 2015-01-17 14:39:37 | software | user   | GPU XID                          | Node c3-0c1s4n2 GPU Xid 31 GPU memory page fault|  740539 |
| titan    | 2224948 | 2015-01-17 14:39:37 | software | user   | GPU XID                          | Node c5-0c1s4n3 GPU Xid 31 GPU memory page fault|  740542 |
| titan    | 2224948 | 2015-01-17 14:39:37 | software | user   | GPU XID                          | Node c3-0c1s7n1 GPU Xid 31 GPU memory page fault|  740545 |
| titan    | 2224948 | 2015-01-17 14:39:37 | software | user   | GPU XID                          | Node c3-0c1s7n3 GPU Xid 31 GPU memory page fault|  740548 |
| titan    | 2224948 | 2015-01-17 14:39:38 | software | user   | GPU XID                          | Node c3-0c1s5n0 GPU Xid 31 GPU memory page fault|  740551 |
| titan    | 2224948 | 2015-01-17 14:39:38 | software | user   | GPU XID                          | Node c3-0c1s4n1 GPU Xid 31 GPU memory page fault|  740554 |
| titan    | 2224948 | 2015-01-17 14:39:38 | software | user   | GPU XID                          | Node c3-0c1s7n2 GPU Xid 31 GPU memory page fault|  740557 |
| titan    | 2224948 | 2015-01-17 14:39:38 | software | user   | GPU XID                          | Node c3-0c1s4n0 GPU Xid 31 GPU memory page fault|  740560 |
| titan    | 2224948 | 2015-01-17 14:39:38 | software | user   | GPU XID                          | Node c3-0c1s4n3 GPU Xid 31 GPU memory page fault|  740563 |
| titan    | 2224948 | 2015-01-17 14:39:38 | software | user   | GPU XID                          | Node c3-0c1s5n1 GPU Xid 31 GPU memory page fault|  740566 |
| titan    | 2224948 | 2015-01-17 14:39:38 | software | user   | GPU XID                          | Node c5-0c1s7n0 GPU Xid 31 GPU memory page fault|  740569 |
| titan    | 2224948 | 2015-01-17 14:39:38 | software | user   | GPU XID                          | Node c5-0c1s7n1 GPU Xid 31 GPU memory page fault|  740572 |
| titan    | 2224948 | 2015-01-17 14:39:38 | software | user   | GPU XID                          | Node c5-0c1s7n3 GPU Xid 31 GPU memory page fault|  740575 |
| titan    | 2224948 | 2015-01-17 14:39:39 | software | user   | GPU XID                          | Node c0-0c2s7n2 GPU Xid 31 GPU memory page fault|  740578 |
| titan    | 2224948 | 2015-01-17 14:39:39 | software | user   | GPU XID                          | Node c3-0c1s6n3 GPU Xid 31 GPU memory page fault|  740581 |
| titan    | 2224948 | 2015-01-17 14:39:39 | software | user   | GPU XID                          | Node c1-0c2s7n2 GPU Xid 31 GPU memory page fault|  740584 |
| titan    | 2224948 | 2015-01-17 14:39:39 | software | user   | GPU XID                          | Node c3-0c1s5n3 GPU Xid 31 GPU memory page fault|  740587 |
| titan    | 2224948 | 2015-01-17 14:39:39 | software | user   | GPU XID                          | Node c3-0c1s5n2 GPU Xid 31 GPU memory page fault|  740590 |
| titan    | 2224948 | 2015-01-17 14:39:42 | software | user   | GPU XID                          | Node c5-0c1s6n0 GPU Xid 31 GPU memory page fault|  740593 |
| titan    | 2224948 | 2015-01-17 14:39:42 | software | user   | GPU XID                          | Node c5-0c1s6n1 GPU Xid 31 GPU memory page fault|  740596 |
| titan    | 2224948 | 2015-01-17 14:39:43 | software | user   | GPU XID                          | Node c0-0c2s7n3 GPU Xid 31 GPU memory page fault|  740599 |
| titan    | 2224948 | 2015-01-17 14:39:43 | software | user   | GPU XID                          | Node c1-0c2s7n1 GPU Xid 31 GPU memory page fault|  740602 |
| titan    | 2224948 | 2015-01-17 14:39:43 | software | user   | GPU XID                          | Node c1-0c2s7n3 GPU Xid 31 GPU memory page fault|  740605 |
| titan    | 2224948 | 2015-01-17 14:39:43 | software | user   | GPU XID                          | Node c0-0c2s6n0 GPU Xid 31 GPU memory page fault|  740608 |
| titan    | 2224948 | 2015-01-17 14:39:43 | software | user   | GPU XID                          | Node c0-0c2s6n1 GPU Xid 31 GPU memory page fault|  740611 |
| titan    | 2224948 | 2015-01-17 14:39:43 | software | user   | GPU XID                          | Node c0-0c2s6n2 GPU Xid 31 GPU memory page fault|  740614 |
| titan    | 2224948 | 2015-01-17 14:39:44 | software | user   | GPU XID                          | Node c5-0c1s7n2 GPU Xid 31 GPU memory page fault|  740617 |
| titan    | 2224948 | 2015-01-17 14:39:44 | software | user   | GPU XID                          | Node c5-0c1s6n3 GPU Xid 31 GPU memory page fault|  740620 |
| titan    | 2224948 | 2015-01-17 14:39:44 | software | user   | GPU XID                          | Node c1-0c1s5n2 GPU Xid 31 GPU memory page fault|  740623 |
| titan    | 2224948 | 2015-01-17 14:39:44 | software | user   | GPU XID                          | Node c9-4c1s1n0 GPU Xid 31 GPU memory page fault|  740626 |
| titan    | 2224948 | 2015-01-17 14:39:44 | software | user   | GPU XID                          | Node c9-4c1s1n3 GPU Xid 31 GPU memory page fault|  740629 |
| titan    | 2224948 | 2015-01-17 14:39:45 | software | user   | GPU XID                          | Node c3-0c1s6n0 GPU Xid 31 GPU memory page fault|  740632 |
| titan    | 2224948 | 2015-01-17 14:39:45 | software | user   | GPU XID                          | Node c3-0c1s6n1 GPU Xid 31 GPU memory page fault|  740635 |
| titan    | 2224948 | 2015-01-17 14:39:45 | software | user   | GPU XID                          | Node c3-0c1s6n2 GPU Xid 31 GPU memory page fault|  740638 |
| titan    | 2224948 | 2015-01-17 14:39:48 | software | user   | GPU XID                          | Node c5-0c1s5n2 GPU Xid 31 GPU memory page fault|  740641 |
| titan    | 2224948 | 2015-01-17 14:39:49 | software | user   | GPU XID                          | Node c0-0c2s6n3 GPU Xid 31 GPU memory page fault|  740644 |
| titan    | 2224948 | 2015-01-17 14:39:49 | software | user   | GPU XID                          | Node c3-0c1s7n1 GPU Xid 31 GPU memory page fault|  740647 |
| titan    | 2224948 | 2015-01-17 14:39:51 | software | user   | GPU XID                          | Node c5-0c1s7n0 GPU Xid 31 GPU memory page fault|  740650 |
| titan    | 2224948 | 2015-01-17 14:39:52 | software | user   | GPU XID                          | Node c3-0c1s7n2 GPU Xid 31 GPU memory page fault|  740653 |
| titan    | 2224948 | 2015-01-17 14:39:55 | software | user   | GPU XID                          | Node c3-0c1s7n3 GPU Xid 31 GPU memory page fault|  740656 |
| titan    | 2224948 | 2015-01-17 14:39:56 | software | user   | GPU XID                          | Node c5-0c1s7n1 GPU Xid 31 GPU memory page fault|  740659 |
| titan    | 2224948 | 2015-01-17 14:39:57 | software | user   | GPU XID                          | Node c5-0c1s7n3 GPU Xid 31 GPU memory page fault|  740662 |
| titan    | 2224948 | 2015-01-17 14:40:02 | software | user   | GPU XID                          | Node c3-0c1s7n1 GPU Xid 31 GPU memory page fault|  740665 |
| titan    | 2224949 | 2015-01-17 15:15:25 | software | user   | GPU XID                          | Node c3-0c0s0n2 GPU Xid 31 GPU memory page fault|  740668 |
| titan    | 2224949 | 2015-01-17 15:15:25 | software | user   | GPU XID                          | Node c3-0c0s0n0 GPU Xid 31 GPU memory page fault|  740671 |
| titan    | 2224949 | 2015-01-17 15:15:26 | software | user   | GPU XID                          | Node c5-0c0s0n2 GPU Xid 31 GPU memory page fault|  740674 |
| titan    | 2224949 | 2015-01-17 15:15:26 | software | user   | GPU XID                          | Node c3-0c0s0n1 GPU Xid 31 GPU memory page fault|  740677 |
| titan    | 2224949 | 2015-01-17 15:15:26 | software | user   | GPU XID                          | Node c3-0c0s0n3 GPU Xid 31 GPU memory page fault|  740680 |
| titan    | 2224949 | 2015-01-17 15:15:26 | software | user   | GPU XID                          | Node c5-0c0s0n3 GPU Xid 31 GPU memory page fault|  740683 |
| titan    | 2224949 | 2015-01-17 15:15:26 | software | user   | GPU XID                          | Node c5-0c0s0n0 GPU Xid 31 GPU memory page fault|  740686 |
| titan    | 2224949 | 2015-01-17 15:15:26 | software | user   | GPU XID                          | Node c5-0c0s0n1 GPU Xid 31 GPU memory page fault|  740689 |
| titan    | 2224949 | 2015-01-17 15:15:26 | software | user   | GPU XID                          | Node c14-4c1s5n0 GPU Xid 31 GPU memory page fault|  740692 |
| titan    | 2224949 | 2015-01-17 15:15:26 | software | user   | GPU XID                          | Node c14-4c1s5n2 GPU Xid 31 GPU memory page fault|  740695 |
| titan    | 2224949 | 2015-01-17 15:15:27 | software | user   | GPU XID                          | Node c14-4c1s5n3 GPU Xid 31 GPU memory page fault|  740698 |
| titan    | 2224949 | 2015-01-17 15:15:27 | software | user   | GPU XID                          | Node c14-4c1s5n1 GPU Xid 31 GPU memory page fault|  740701 |
| titan    | 2224949 | 2015-01-17 15:15:28 | software | user   | GPU XID                          | Node c1-0c0s0n0 GPU Xid 31 GPU memory page fault|  740704 |
| titan    | 2224949 | 2015-01-17 15:15:28 | software | user   | GPU XID                          | Node c1-0c0s0n1 GPU Xid 31 GPU memory page fault|  740707 |
| titan    | 2224949 | 2015-01-17 15:15:28 | software | user   | GPU XID                          | Node c16-4c1s4n2 GPU Xid 31 GPU memory page fault|  740710 |
| titan    | 2224949 | 2015-01-17 15:15:28 | software | user   | GPU XID                          | Node c16-4c1s4n3 GPU Xid 31 GPU memory page fault|  740713 |
| titan    | 2224949 | 2015-01-17 15:15:28 | software | user   | GPU XID                          | Node c14-4c1s4n0 GPU Xid 31 GPU memory page fault|  740716 |
| titan    | 2224949 | 2015-01-17 15:15:28 | software | user   | GPU XID                          | Node c14-4c1s4n1 GPU Xid 31 GPU memory page fault|  740719 |
| titan    | 2224949 | 2015-01-17 15:15:28 | software | user   | GPU XID                          | Node c14-4c1s4n2 GPU Xid 31 GPU memory page fault|  740722 |
| titan    | 2224949 | 2015-01-17 15:15:28 | software | user   | GPU XID                          | Node c14-4c1s4n3 GPU Xid 31 GPU memory page fault|  740725 |
| titan    | 2224949 | 2015-01-17 15:15:28 | software | user   | GPU XID                          | Node c1-0c0s0n2 GPU Xid 31 GPU memory page fault|  740728 |
| titan    | 2224949 | 2015-01-17 15:15:28 | software | user   | GPU XID                          | Node c1-0c0s0n3 GPU Xid 31 GPU memory page fault|  740731 |
| titan    | 2224949 | 2015-01-17 15:15:28 | software | user   | GPU XID                          | Node c16-4c1s5n0 GPU Xid 31 GPU memory page fault|  740734 |
| titan    | 2224949 | 2015-01-17 15:15:28 | software | user   | GPU XID                          | Node c16-4c1s5n2 GPU Xid 31 GPU memory page fault|  740737 |
| titan    | 2224949 | 2015-01-17 15:15:28 | software | user   | GPU XID                          | Node c16-4c1s5n3 GPU Xid 31 GPU memory page fault|  740740 |
| titan    | 2224949 | 2015-01-17 15:15:28 | software | user   | GPU XID                          | Node c16-4c1s5n1 GPU Xid 31 GPU memory page fault|  740743 |
| titan    | 2224949 | 2015-01-17 15:15:28 | software | user   | GPU XID                          | Node c16-4c1s4n1 GPU Xid 31 GPU memory page fault|  740746 |
| titan    | 2224949 | 2015-01-17 15:15:28 | software | user   | GPU XID                          | Node c16-4c1s4n0 GPU Xid 31 GPU memory page fault|  740749 |
| titan    | 2224949 | 2015-01-17 15:15:29 | software | user   | GPU XID                          | Node c12-4c1s5n3 GPU Xid 31 GPU memory page fault|  740752 |
| titan    | 2224949 | 2015-01-17 15:15:29 | software | user   | GPU XID                          | Node c16-4c1s3n0 GPU Xid 31 GPU memory page fault|  740755 |
| titan    | 2224949 | 2015-01-17 15:15:29 | software | user   | GPU XID                          | Node c16-4c1s3n1 GPU Xid 31 GPU memory page fault|  740758 |
| titan    | 2224949 | 2015-01-17 15:15:29 | software | user   | GPU XID                          | Node c16-4c1s3n2 GPU Xid 31 GPU memory page fault|  740761 |
| titan    | 2224949 | 2015-01-17 15:15:29 | software | user   | GPU XID                          | Node c16-4c1s3n3 GPU Xid 31 GPU memory page fault|  740764 |
| titan    | 2224949 | 2015-01-17 15:15:30 | software | user   | GPU XID                          | Node c16-4c1s2n0 GPU Xid 31 GPU memory page fault|  740767 |
| titan    | 2224949 | 2015-01-17 15:15:30 | software | user   | GPU XID                          | Node c16-4c1s2n3 GPU Xid 31 GPU memory page fault|  740770 |
| titan    | 2224949 | 2015-01-17 15:15:30 | software | user   | GPU XID                          | Node c16-4c1s2n2 GPU Xid 31 GPU memory page fault|  740773 |
| titan    | 2224949 | 2015-01-17 15:15:30 | software | user   | GPU XID                          | Node c16-4c1s2n1 GPU Xid 31 GPU memory page fault|  740776 |
| titan    | 2224949 | 2015-01-17 15:15:31 | software | user   | GPU XID                          | Node c14-4c1s2n0 GPU Xid 31 GPU memory page fault|  740779 |
| titan    | 2224949 | 2015-01-17 15:15:31 | software | user   | GPU XID                          | Node c14-4c1s2n1 GPU Xid 31 GPU memory page fault|  740782 |
| titan    | 2224949 | 2015-01-17 15:15:31 | software | user   | GPU XID                          | Node c14-4c1s3n2 GPU Xid 31 GPU memory page fault|  740785 |
| titan    | 2224949 | 2015-01-17 15:15:32 | software | user   | GPU XID                          | Node c14-4c1s3n3 GPU Xid 31 GPU memory page fault|  740788 |
| titan    | 2224949 | 2015-01-17 15:15:32 | software | user   | GPU XID                          | Node c14-4c1s3n0 GPU Xid 31 GPU memory page fault|  740791 |
| titan    | 2224949 | 2015-01-17 15:15:32 | software | user   | GPU XID                          | Node c14-4c1s3n1 GPU Xid 31 GPU memory page fault|  740794 |
| titan    | 2224949 | 2015-01-17 15:15:32 | software | user   | GPU XID                          | Node c12-4c1s3n1 GPU Xid 31 GPU memory page fault|  740797 |
| titan    | 2224949 | 2015-01-17 15:15:32 | software | user   | GPU XID                          | Node c12-4c1s3n0 GPU Xid 31 GPU memory page fault|  740800 |
| titan    | 2224949 | 2015-01-17 15:15:33 | software | user   | GPU XID                          | Node c10-4c1s3n2 GPU Xid 31 GPU memory page fault|  740803 |
| titan    | 2224949 | 2015-01-17 15:15:33 | software | user   | GPU XID                          | Node c10-4c1s3n3 GPU Xid 31 GPU memory page fault|  740806 |
| titan    | 2224949 | 2015-01-17 15:15:33 | software | user   | GPU XID                          | Node c10-4c1s3n1 GPU Xid 31 GPU memory page fault|  740809 |
| titan    | 2224949 | 2015-01-17 15:15:34 | software | user   | GPU XID                          | Node c10-4c1s3n0 GPU Xid 31 GPU memory page fault|  740812 |
| titan    | 2224949 | 2015-01-17 15:15:34 | software | user   | GPU XID                          | Node c14-4c1s2n2 GPU Xid 31 GPU memory page fault|  740815 |
| titan    | 2224949 | 2015-01-17 15:15:34 | software | user   | GPU XID                          | Node c14-4c1s2n3 GPU Xid 31 GPU memory page fault|  740818 |
| titan    | 2224949 | 2015-01-17 15:15:34 | software | user   | GPU XID                          | Node c12-4c1s2n0 GPU Xid 31 GPU memory page fault|  740821 |
| titan    | 2224949 | 2015-01-17 15:15:34 | software | user   | GPU XID                          | Node c12-4c1s2n1 GPU Xid 31 GPU memory page fault|  740824 |
| titan    | 2224949 | 2015-01-17 15:15:35 | software | user   | GPU XID                          | Node c12-4c1s2n2 GPU Xid 31 GPU memory page fault|  740827 |
| titan    | 2224949 | 2015-01-17 15:15:35 | software | user   | GPU XID                          | Node c12-4c1s2n3 GPU Xid 31 GPU memory page fault|  740830 |
| titan    | 2224949 | 2015-01-17 15:15:36 | software | user   | GPU XID                          | Node c4-2c1s5n3 GPU Xid 31 GPU memory page fault|  740833 |
| titan    | 2224949 | 2015-01-17 15:15:36 | software | user   | GPU XID                          | Node c6-2c1s5n2 GPU Xid 31 GPU memory page fault|  740836 |
| titan    | 2224949 | 2015-01-17 15:15:36 | software | user   | GPU XID                          | Node c6-2c1s5n3 GPU Xid 31 GPU memory page fault|  740839 |
| titan    | 2224949 | 2015-01-17 15:15:36 | software | user   | GPU XID                          | Node c12-4c1s3n2 GPU Xid 31 GPU memory page fault|  740842 |
| titan    | 2224949 | 2015-01-17 15:15:36 | software | user   | GPU XID                          | Node c12-4c1s3n3 GPU Xid 31 GPU memory page fault|  740845 |
| titan    | 2224949 | 2015-01-17 15:15:36 | software | user   | GPU XID                          | Node c6-2c1s5n1 GPU Xid 31 GPU memory page fault|  740848 |
| titan    | 2224949 | 2015-01-17 15:15:36 | software | user   | GPU XID                          | Node c6-2c1s5n0 GPU Xid 31 GPU memory page fault|  740851 |
| titan    | 2224949 | 2015-01-17 15:15:36 | software | user   | GPU XID                          | Node c10-4c1s2n0 GPU Xid 31 GPU memory page fault|  740854 |
| titan    | 2224949 | 2015-01-17 15:15:36 | software | user   | GPU XID                          | Node c10-4c1s2n1 GPU Xid 31 GPU memory page fault|  740857 |
| titan    | 2224949 | 2015-01-17 15:15:36 | software | user   | GPU XID                          | Node c10-4c1s2n2 GPU Xid 31 GPU memory page fault|  740860 |
| titan    | 2224949 | 2015-01-17 15:15:36 | software | user   | GPU XID                          | Node c10-4c1s2n3 GPU Xid 31 GPU memory page fault|  740863 |
| titan    | 2224949 | 2015-01-17 15:15:36 | software | user   | GPU XID                          | Node c6-2c1s4n0 GPU Xid 31 GPU memory page fault|  740866 |
| titan    | 2224949 | 2015-01-17 15:15:36 | software | user   | GPU XID                          | Node c6-2c1s4n2 GPU Xid 31 GPU memory page fault|  740869 |
| titan    | 2224949 | 2015-01-17 15:15:36 | software | user   | GPU XID                          | Node c6-2c1s4n1 GPU Xid 31 GPU memory page fault|  740872 |
| titan    | 2224949 | 2015-01-17 15:15:37 | software | user   | GPU XID                          | Node c4-2c1s0n0 GPU Xid 31 GPU memory page fault|  740875 |
| titan    | 2224949 | 2015-01-17 15:15:37 | software | user   | GPU XID                          | Node c4-2c1s0n3 GPU Xid 31 GPU memory page fault|  740878 |
| titan    | 2224949 | 2015-01-17 15:15:37 | software | user   | GPU XID                          | Node c4-2c1s0n1 GPU Xid 31 GPU memory page fault|  740881 |
| titan    | 2224949 | 2015-01-17 15:15:37 | software | user   | GPU XID                          | Node c4-2c1s1n0 GPU Xid 31 GPU memory page fault|  740884 |
| titan    | 2224949 | 2015-01-17 15:15:38 | software | user   | GPU XID                          | Node c4-2c1s1n1 GPU Xid 31 GPU memory page fault|  740887 |
| titan    | 2224949 | 2015-01-17 15:15:38 | software | user   | GPU XID                          | Node c4-2c1s1n2 GPU Xid 31 GPU memory page fault|  740890 |
| titan    | 2224949 | 2015-01-17 15:15:38 | software | user   | GPU XID                          | Node c4-2c1s1n3 GPU Xid 31 GPU memory page fault|  740893 |
| titan    | 2224949 | 2015-01-17 15:15:40 | software | user   | GPU XID                          | Node c6-2c1s0n0 GPU Xid 31 GPU memory page fault|  740896 |
| titan    | 2224949 | 2015-01-17 15:15:40 | software | user   | GPU XID                          | Node c6-2c1s0n1 GPU Xid 31 GPU memory page fault|  740899 |
| titan    | 2224949 | 2015-01-17 15:15:40 | software | user   | GPU XID                          | Node c6-2c1s0n2 GPU Xid 31 GPU memory page fault|  740902 |
| titan    | 2224949 | 2015-01-17 15:15:40 | software | user   | GPU XID                          | Node c6-2c1s0n3 GPU Xid 31 GPU memory page fault|  740905 |
| titan    | 2224949 | 2015-01-17 15:15:40 | software | user   | GPU XID                          | Node c1-0c0s0n2 GPU Xid 31 GPU memory page fault|  740908 |
| titan    | 2224949 | 2015-01-17 15:15:40 | software | user   | GPU XID                          | Node c1-0c0s0n3 GPU Xid 31 GPU memory page fault|  740911 |
| titan    | 2224949 | 2015-01-17 15:15:41 | software | user   | GPU XID                          | Node c1-0c0s0n1 GPU Xid 31 GPU memory page fault|  740914 |
| titan    | 2224949 | 2015-01-17 15:15:41 | software | user   | GPU XID                          | Node c1-0c0s0n0 GPU Xid 31 GPU memory page fault|  740917 |
| titan    | 2224949 | 2015-01-17 15:15:42 | software | user   | GPU XID                          | Node c8-2c1s1n0 GPU Xid 31 GPU memory page fault|  740920 |
| titan    | 2224949 | 2015-01-17 15:15:42 | software | user   | GPU XID                          | Node c8-2c1s1n2 GPU Xid 31 GPU memory page fault|  740923 |
| titan    | 2224949 | 2015-01-17 15:15:42 | software | user   | GPU XID                          | Node c8-2c1s1n3 GPU Xid 31 GPU memory page fault|  740926 |
| titan    | 2224949 | 2015-01-17 15:15:42 | software | user   | GPU XID                          | Node c8-2c1s0n2 GPU Xid 31 GPU memory page fault|  740929 |
| titan    | 2224949 | 2015-01-17 15:15:42 | software | user   | GPU XID                          | Node c8-2c1s0n3 GPU Xid 31 GPU memory page fault|  740932 |
| titan    | 2224949 | 2015-01-17 15:15:42 | software | user   | GPU XID                          | Node c3-0c0s0n0 GPU Xid 31 GPU memory page fault|  740935 |
| titan    | 2224949 | 2015-01-17 15:15:43 | software | user   | GPU XID                          | Node c3-0c0s0n1 GPU Xid 31 GPU memory page fault|  740938 |
| titan    | 2224949 | 2015-01-17 15:15:43 | software | user   | GPU XID                          | Node c3-0c0s0n2 GPU Xid 31 GPU memory page fault|  740941 |
| titan    | 2224949 | 2015-01-17 15:15:43 | software | user   | GPU XID                          | Node c3-0c0s0n3 GPU Xid 31 GPU memory page fault|  740944 |
| titan    | 2224949 | 2015-01-17 15:15:43 | software | user   | GPU XID                          | Node c5-0c0s0n2 GPU Xid 31 GPU memory page fault|  740947 |
| titan    | 2224949 | 2015-01-17 15:15:43 | software | user   | GPU XID                          | Node c5-0c0s0n0 GPU Xid 31 GPU memory page fault|  740950 |
| titan    | 2224949 | 2015-01-17 15:15:43 | software | user   | GPU XID                          | Node c5-0c0s0n3 GPU Xid 31 GPU memory page fault|  740953 |
| titan    | 2224949 | 2015-01-17 15:15:43 | software | user   | GPU XID                          | Node c5-0c0s0n1 GPU Xid 31 GPU memory page fault|  740956 |
| titan    | 2224949 | 2015-01-17 15:15:44 | software | user   | GPU XID                          | Node c12-4c1s5n3 GPU Xid 31 GPU memory page fault|  740959 |
| titan    | 2224949 | 2015-01-17 15:15:44 | software | user   | GPU XID                          | Node c14-4c1s5n2 GPU Xid 31 GPU memory page fault|  740962 |
| titan    | 2224949 | 2015-01-17 15:15:44 | software | user   | GPU XID                          | Node c14-4c1s5n3 GPU Xid 31 GPU memory page fault|  740965 |
| titan    | 2224924 | 2015-01-18 00:02:21 | software | user   | Out of Memory                    | Node c6-2c0s6n1 Out of memory: Killed 4 processes sharing cpu group with pid 6670.|  740968 |
| titan    | 2224924 | 2015-01-18 00:21:53 | software | user   | Out of Memory                    | Node c6-2c0s6n1 Out of memory: Killed 4 processes sharing cpu group with pid 6803.|  740971 |
| titan    | 2222561 | 2015-01-18 00:46:56 | software | system | GPU XID                          | Node c9-2c2s1n2 GPU Xid 13 Graphics Engine Exception|  740974 |
| titan    | 2225127 | 2015-01-18 01:19:29 | software | user   | Out of Memory                    | Node c20-6c2s6n0 Out of memory: Killed 2 processes sharing cpu group with pid 16512.|  740977 |
| titan    | 2224753 | 2015-01-18 02:06:00 | software | system | GPU XID                          | Node c9-2c2s1n2 GPU Xid 13 Graphics Engine Exception|  740980 |
| titan    | 2224753 | 2015-01-18 02:06:00 | software | user   | GPU XID                          | Node c9-2c2s1n2 GPU Xid 31 GPU memory page fault|  740983 |
| titan    | 2224753 | 2015-01-18 02:06:00 | software | user   | GPU XID                          | Node c9-2c2s1n2 GPU Xid 31 GPU memory page fault|  740986 |
| titan    | 2224753 | 2015-01-18 02:06:00 | software | user   | GPU XID                          | Node c9-2c2s1n2 GPU Xid 31 GPU memory page fault|  740989 |
| titan    | 2224753 | 2015-01-18 02:08:03 | software | system | GPU XID                          | Node c9-2c2s1n2 GPU Xid 13 Graphics Engine Exception|  740992 |
| titan    | 2224753 | 2015-01-18 02:08:03 | software | user   | GPU XID                          | Node c9-2c2s1n2 GPU Xid 31 GPU memory page fault|  740995 |
| titan    | 2224753 | 2015-01-18 02:08:03 | software | user   | GPU XID                          | Node c9-2c2s1n2 GPU Xid 31 GPU memory page fault|  740998 |
| titan    | 2224753 | 2015-01-18 02:12:22 | software | system | GPU XID                          | Node c9-2c2s1n2 GPU Xid 13 Graphics Engine Exception|  741001 |
| titan    | 2224753 | 2015-01-18 02:12:22 | software | user   | GPU XID                          | Node c9-2c2s1n2 GPU Xid 31 GPU memory page fault|  741004 |
| titan    | 2224753 | 2015-01-18 02:12:22 | software | user   | GPU XID                          | Node c9-2c2s1n2 GPU Xid 31 GPU memory page fault|  741007 |
| titan    | 2224753 | 2015-01-18 02:16:36 | software | system | GPU XID                          | Node c9-2c2s1n2 GPU Xid 13 Graphics Engine Exception|  741010 |
| titan    | 2224753 | 2015-01-18 02:18:37 | software | system | GPU XID                          | Node c9-2c2s1n2 GPU Xid 13 Graphics Engine Exception|  741013 |
| titan    | 2224753 | 2015-01-18 02:20:40 | software | system | GPU XID                          | Node c9-2c2s1n2 GPU Xid 13 Graphics Engine Exception|  741016 |
| titan    | 2224753 | 2015-01-18 02:22:41 | software | system | GPU XID                          | Node c9-2c2s1n2 GPU Xid 13 Graphics Engine Exception|  741019 |
| titan    | 2224753 | 2015-01-18 02:24:58 | software | system | GPU XID                          | Node c9-2c2s1n2 GPU Xid 13 Graphics Engine Exception|  741022 |
| titan    | 2224753 | 2015-01-18 02:24:59 | software | user   | GPU XID                          | Node c9-2c2s1n2 GPU Xid 31 GPU memory page fault|  741025 |
| titan    | 2224753 | 2015-01-18 02:24:59 | software | user   | GPU XID                          | Node c9-2c2s1n2 GPU Xid 31 GPU memory page fault|  741028 |
| titan    | 2224753 | 2015-01-18 02:26:58 | software | system | GPU XID                          | Node c9-2c2s1n2 GPU Xid 13 Graphics Engine Exception|  741031 |
| titan    | 2224753 | 2015-01-18 02:26:58 | software | user   | GPU XID                          | Node c9-2c2s1n2 GPU Xid 31 GPU memory page fault|  741034 |
| titan    | 2224753 | 2015-01-18 02:26:58 | software | user   | GPU XID                          | Node c9-2c2s1n2 GPU Xid 31 GPU memory page fault|  741037 |
| titan    | 2224753 | 2015-01-18 02:26:58 | software | user   | GPU XID                          | Node c9-2c2s1n2 GPU Xid 31 GPU memory page fault|  741040 |
| titan    | 2224753 | 2015-01-18 02:26:58 | software | user   | GPU XID                          | Node c9-2c2s1n2 GPU Xid 31 GPU memory page fault|  741043 |
| titan    | 2224753 | 2015-01-18 02:26:58 | software | user   | GPU XID                          | Node c9-2c2s1n2 GPU Xid 31 GPU memory page fault|  741046 |
| titan    | 2224753 | 2015-01-18 02:26:58 | software | user   | GPU XID                          | Node c9-2c2s1n2 GPU Xid 31 GPU memory page fault|  741049 |
| titan    | 2224753 | 2015-01-18 02:26:58 | software | user   | GPU XID                          | Node c9-2c2s1n2 GPU Xid 31 GPU memory page fault|  741052 |
| titan    | 2224753 | 2015-01-18 02:26:58 | software | user   | GPU XID                          | Node c9-2c2s1n2 GPU Xid 31 GPU memory page fault|  741055 |
| titan    | 2224753 | 2015-01-18 02:28:54 | software | system | GPU XID                          | Node c9-2c2s1n2 GPU Xid 13 Graphics Engine Exception|  741058 |
| titan    | 2224753 | 2015-01-18 02:28:55 | software | user   | GPU XID                          | Node c9-2c2s1n2 GPU Xid 31 GPU memory page fault|  741061 |
| titan    | 2224753 | 2015-01-18 02:28:55 | software | user   | GPU XID                          | Node c9-2c2s1n2 GPU Xid 31 GPU memory page fault|  741064 |
| titan    | 2224753 | 2015-01-18 02:28:55 | software | user   | GPU XID                          | Node c9-2c2s1n2 GPU Xid 31 GPU memory page fault|  741067 |
| titan    | 2224753 | 2015-01-18 02:28:55 | software | user   | GPU XID                          | Node c9-2c2s1n2 GPU Xid 31 GPU memory page fault|  741070 |
| titan    | 2224753 | 2015-01-18 02:28:55 | software | user   | GPU XID                          | Node c9-2c2s1n2 GPU Xid 31 GPU memory page fault|  741073 |
| titan    | 2224753 | 2015-01-18 02:28:55 | software | user   | GPU XID                          | Node c9-2c2s1n2 GPU Xid 31 GPU memory page fault|  741076 |
| titan    | 2224753 | 2015-01-18 02:28:55 | software | user   | GPU XID                          | Node c9-2c2s1n2 GPU Xid 31 GPU memory page fault|  741079 |
| titan    | 2224753 | 2015-01-18 02:30:55 | software | system | GPU XID                          | Node c9-2c2s1n2 GPU Xid 13 Graphics Engine Exception|  741082 |
| titan    | 2224753 | 2015-01-18 02:30:55 | software | user   | GPU XID                          | Node c9-2c2s1n2 GPU Xid 31 GPU memory page fault|  741085 |
